ID,FinalHeight,Flower,FlowerDate,Capsule Count,POP,ML,BLK,Row,ConsumedBefore,Consumption_,Consumption,ID,Capitate,Single,Branched,Peltate,Length,FinalHeight,Seed Count,TRT,TAGID,Height1,Leaf1,Leaf2,HerbDamage1,PerDamage1,Height3,Leaf3,HerbDamage2,PerDamage2,Environment
796,76,10,8-Aug,15,9,87,3,8,0.008,0.008,0.110333333,796,NA,NA,NA,NA,NA,76,600,0,T1_B3_87,14,7,9,NA,NA,42,9,NA,NA,1
860,149,,6-Aug,124,9,87,3,9,0.008,0.024333333,0,860,NA,NA,NA,NA,NA,149,4960,0,T2_B3_87,11,8,10,NA,NA,50,191,NA,NA,1
132,83,8,8-Aug,9,9,91,1,2,0.036,0.036,0.036,132,5,25,122,14,31312.046,83,360,0,T1_B1_91,13,6,7,NA,NA,31,8,NA,NA,1
691,85,4,11-Aug,9,9,91,2,7,0.036,0.041,0.106333334,691,17,25,104,4,47315.097,85,360,0,T3_B2_91,,,7,NA,NA,40.8,8,NA,NA,1
8,106,11,4-Aug,12,9,91,1,1,0.036,0.100333333,0.100333333,8,NA,NA,NA,NA,NA,106,480,0,T1_B1_91,16,7,8,NA,NA,51.5,7,NA,NA,1
77,40,0,19-Aug,2,9,91,1,1,0.036,0,0.036,77,NA,NA,NA,NA,NA,40,80,0,T2_B1_91,,,5,NA,NA,20,7,NA,NA,1
141,119,17,5-Aug,16,9,91,1,2,0.036,0,0.036,141,NA,NA,NA,NA,NA,119,640,0,T1_B1_91,14.5,8,10,NA,NA,52.5,12,NA,NA,1
275,119,20,1-Aug,28,9,91,1,3,0.036,0,0.036,275,NA,NA,NA,NA,NA,119,1120,0,T3_B1_91,21.2,6,12,NA,NA,40.6,18,NA,NA,1
443,134,22,5-Aug,,9,91,2,5,0.036,0,0.056666667,443,NA,NA,NA,NA,NA,134,2203,0,T3_B2_91,,,,NA,NA,48,10,NA,NA,1
464,167,27,4-Aug,,9,91,2,5,0.036,0,0.07,464,NA,NA,NA,NA,NA,167,5266,0,T3_B2_91,,,,NA,NA,62.5,19,NA,NA,1
553,132,18,5-Aug,90,9,91,2,6,0.036,0,0.0445,553,NA,NA,NA,NA,NA,132,3600,0,T3_B2_91,,,10,NA,NA,64,14,NA,NA,1
586,20,9,8-Aug,12,9,91,2,6,0.036,0.411333333,0.001333333,586,NA,NA,NA,NA,NA,20,480,0,T1_B2_91,,,8,NA,NA,38,11,NA,NA,1
733,,16,5-Aug,67,9,91,3,8,0.036,0.036,0.063833334,733,NA,NA,NA,NA,NA,,2680,0,T2_B3_91,,,9,NA,NA,55.3,11,NA,NA,1
901,39,,29-Aug,2,9,91,3,10,0.036,0.073666667,0.056666667,901,NA,NA,NA,NA,NA,39,80,0,T2_B3_91,16.6,5,6,NA,NA,28,6,NA,NA,1
947,112,,19-Aug,109,9,91,3,10,0.036,0,0.034625,947,NA,NA,NA,NA,NA,112,4360,0,T3_B3_91,17.5,6,7,NA,NA,30.8,8,NA,NA,1
792,72,2,13-Aug,7,9,96,3,8,0.049555556,0.049555556,0.086444444,792,7,92,75,17,33632.703,72,280,0,T1_B3_96,7,6,7,NA,NA,27,8,NA,NA,1
23,85,0,,8,9,96,1,1,0.049555556,0.060055556,0.060055556,23,NA,NA,NA,NA,NA,85,320,0,T1_B1_96,6.5,6,5,NA,NA,25.5,8,NA,NA,1
446,133,8,8-Aug,,9,96,2,5,,0,0.004333333,446,NA,NA,NA,NA,NA,133,1439,0,,,,,NA,NA,,,NA,NA,1
557,95,3,12-Aug,80,9,96,2,6,0.049555556,0.050055556,0.0475,557,NA,NA,NA,NA,NA,95,3200,0,T3_B2_96,,,8,NA,NA,41.2,8,NA,NA,1
589,58,0,,0,9,96,2,6,0.049555556,,0.411333333,589,NA,NA,NA,NA,NA,58,0,0,T1_B2_96,,,7,NA,NA,17,7,NA,NA,1
705,100,4,12-Aug,80,9,96,2,8,0.049555556,0.082888889,0.025222222,705,NA,NA,NA,NA,NA,100,3200,0,T3_B2_96,,,7,NA,NA,33,7,NA,NA,1
738,84,3,12-Aug,5,9,96,3,8,0.049555556,,0.0455,738,NA,NA,NA,NA,NA,84,200,0,T2_B3_96,,,8,NA,NA,33,7,NA,NA,1
970,,,,,9,96,3,10,0.049555556,,0.004,970,NA,NA,NA,NA,NA,,0,0,T2_B3_96,,,3,NA,NA,5,5,NA,NA,1
9,25,0,30-Aug,1,10,100,1,1,0.01375,0.039083333,0.039083333,9,NA,NA,NA,NA,NA,25,40,0,T1_B1_100,7.2,6,,NA,NA,13,5,NA,NA,1
66,54,2,12-Aug,3,10,100,1,1,0.01375,0.323,0.323,66,NA,NA,NA,NA,NA,54,120,0,T2_B1_100,9,5,7,NA,NA,27.5,,NA,NA,1
273,102,4,8-Aug,17,10,100,1,3,0.01375,,0.01375,273,NA,NA,NA,NA,NA,102,680,0,T3_B1_100,18.6,5,7,NA,NA,40,10,NA,NA,1
340,105,13,4-Aug,,10,100,2,4,0.01375,,0.01375,340,NA,NA,NA,NA,NA,105,1010,0,T3_B1_100,15,8,9,NA,NA,50.3,10,NA,NA,1
357,111,4,11-Aug,53,10,100,2,4,0.01375,,0.01825,357,NA,NA,NA,NA,NA,111,2120,0,T3_B1_100,19.6,5,8,NA,NA,40.2,10,NA,NA,1
453,141,22,5-Aug,,10,100,2,5,0.01375,,0.004333333,453,NA,NA,NA,NA,NA,141,1522,0,T3_B2_100,,,,NA,NA,51,12,NA,NA,1
549,108,8,8-Aug,80,10,100,2,6,0.01375,,0.090166667,549,NA,NA,NA,NA,NA,108,3200,0,T3_B2_100,,,9,NA,NA,48.9,9,NA,NA,1
715,110,0,,81,10,100,2,8,0.01375,,0.056666667,715,NA,NA,NA,NA,NA,110,3240,0,T3_B2_100,,,6,NA,NA,28,8,NA,NA,1
725,104,2,14-Aug,18,10,100,3,8,0.01375,,0.03325,725,NA,NA,NA,NA,NA,104,720,0,T2_B3_100,,,8,NA,NA,36.5,8,NA,NA,1
789,37,0,29-Aug,3,10,100,3,8,0.01375,0.01375,0.004,789,NA,NA,NA,NA,NA,37,120,0,T1_B3_100,7,6,6,NA,NA,25,6,NA,NA,1
108,67,2,15-Aug,5,10,106,1,2,0.004,0.004,0.004,108,4,14,71,2,34534.812,67,200,0,T1_B1_106,7.5,5,7,NA,NA,15.5,8,NA,NA,1
787,105,8,8-Aug,114,10,106,3,8,0.004,0.004333333,0.212333333,787,12,36,99,13,39457.076,105,4560,0,T1_B3_106,19,5,9,NA,NA,52,10,NA,NA,1
32,109,13,6-Aug,28,10,106,1,1,0.004,0.020666667,0.020666667,32,NA,NA,NA,NA,NA,109,1120,0,T1_B1_106,15.2,6,8,NA,NA,48,9,NA,NA,1
68,82,3,12-Aug,29,10,106,1,1,0.004,,0.004333333,68,NA,NA,NA,NA,NA,82,1160,0,T2_B1_106,9.7,6,7,NA,NA,35.5,8,NA,NA,1
204,74,0,18-Aug,4,10,106,1,3,0.004,,0.004,204,NA,NA,NA,NA,NA,74,160,0,T2_B1_106,8.2,4,6,NA,NA,20.4,7,NA,NA,1
242,54,2,12-Aug,2,10,106,1,3,0.004,,0.004,242,NA,NA,NA,NA,NA,54,80,0,T3_B1_106,16.3,5,6,NA,NA,30.4,6,NA,NA,1
310,121,9,8-Aug,,10,106,2,4,0.004,,0.004,310,NA,NA,NA,NA,NA,121,1266,0,T2_B1_106,21.4,5,9,NA,NA,50.2,11,NA,NA,1
316,134,6,9-Aug,,10,106,2,4,0.004,,0.004,316,NA,NA,NA,NA,NA,134,1669,0,T2_B1_106,12,7,9,NA,NA,40.6,8,NA,NA,1
372,118,11,8-Aug,80,10,106,2,4,0.004,,0.004,372,NA,NA,NA,NA,NA,118,3200,0,T3_B2_106,12.5,7,9,NA,NA,50.2,10,NA,NA,1
475,101,,23-Aug,,10,106,2,5,0.004,,0,475,NA,NA,NA,NA,NA,101,320,0,T3_B2_106,,,,NA,NA,35,8,NA,NA,1
584,85,6,10-Aug,87,10,106,2,6,0.004,0.149,0.025333333,584,NA,NA,NA,NA,NA,85,3480,0,T1_B2_106,,,8,NA,NA,30,8,NA,NA,1
817,150,,1-Aug,73,10,106,3,9,0.004,,5.320833333,817,NA,NA,NA,NA,NA,150,2920,0,T2_B3_106,24,7,10,NA,NA,44,14,NA,NA,1
827,128,,10-Aug,112,10,106,3,9,0.004,,0.025222222,827,NA,NA,NA,NA,NA,128,4480,0,T2_B3_106,12,6,,NA,NA,,,NA,NA,1
953,50,,29-Aug,46,10,106,3,10,0.004,,0.102666666,953,NA,NA,NA,NA,NA,50,1840,0,T3_B3_106,13.5,5,6,NA,NA,22.3,5,NA,NA,1
838,177,,29-Jul,82,10,109,3,9,6.212,6.212,0.001333333,838,3,78,24,8,18017.616,177,3280,0,T2_B3_109,13,4,10,NA,NA,45,12,NA,NA,1
218,183,8,8-Aug,151,10,109,1,3,6.212,6.235666667,6.212,218,6,127,125,19,62091.519,183,6040,0,T2_B1_109,29.2,7,15,NA,NA,70.3,29,NA,NA,1
308,76,0,,,10,109,2,4,6.212,6.313,6.212,308,13,57,52,11,30425.806,76,206,0,T2_B1_109,14.2,5,,NA,NA,20.3,6,NA,NA,1
632,60,3,12-Aug,56,10,109,2,7,6.212,6.475,0.07,632,14,72,62,33,29254.607,60,2240,0,T3_B2_109,,,8,NA,NA,45,12,NA,NA,1
781,171,15,5-Aug,162,10,109,3,8,6.212,6.721,0.036,781,16,53,28,9,20911.048,171,6480,0,T1_B3_109,19,8,13,NA,NA,77.2,17,NA,NA,1
301,140,5,10-Aug,46,10,109,2,4,6.212,6.435666667,6.212,301,18,64,93,11,30004.628,140,1840,0,T2_B1_109,19.6,6,9,NA,NA,50.5,11,NA,NA,1
34,121,7,6-Aug,25,10,109,1,1,6.212,,6.235666667,34,NA,NA,NA,NA,NA,121,1000,0,T1_B1_109,19.3,13,9,NA,NA,49.3,10,NA,NA,1
159,118,7,8-Aug,18,10,109,1,2,6.212,,6.212,159,NA,NA,NA,NA,NA,118,720,0,T2_B1_109,15,8,9,NA,NA,47.6,8,NA,NA,1
277,161,11,4-Aug,68,10,109,1,3,6.212,,6.212,277,NA,NA,NA,NA,NA,161,2720,0,T3_B1_109,26.7,8,14,NA,NA,60.8,20,NA,NA,1
375,167,8,7-Aug,92,10,109,2,4,6.212,13.42366667,6.212,375,NA,NA,NA,NA,NA,167,3680,0,T3_B2_109,20,8,10,NA,NA,70.5,19,NA,NA,1
473,175,10,11-Aug,,10,109,2,5,6.212,,0.056666667,473,NA,NA,NA,NA,NA,175,2845,0,T3_B2_109,,,,NA,NA,70.4,17,NA,NA,1
569,104,3,12-Aug,82,10,109,2,6,6.212,,0.071833333,569,NA,NA,NA,NA,NA,104,3280,0,T1_B2_109,,,9,NA,NA,42.2,9,NA,NA,1
577,157,9,8-Aug,50,10,109,2,6,6.212,,0,577,NA,NA,NA,NA,NA,157,2000,0,T1_B2_109,,,9,NA,NA,48,13,NA,NA,1
803,75,0,25-Aug,9,10,109,3,9,6.212,,0.022333333,803,NA,NA,NA,NA,NA,75,360,0,T2_B3_109,16,5,7,NA,NA,32.2,8,NA,NA,1
935,136,,6-Aug,145,10,109,3,10,6.212,,0,935,NA,NA,NA,NA,NA,136,5800,0,T3_B3_109,23,7,8,NA,NA,54,15,NA,NA,1
490,109,19,4-Aug,,11,113,2,5,5.320833333,5.320833333,0.110333333,490,4,110,39,9,22551.238,109,83,0,T3_B2_113,,,,NA,NA,69,7,NA,NA,1
492,131,12,8-Aug,,11,113,2,5,5.320833333,5.580953333,0,492,8,43,56,8,26162.536,131,77,0,T3_B2_113,,,,NA,NA,57,11,NA,NA,1
324,76,12,8-Aug,,11,113,2,4,5.320833333,5.653284333,5.320833333,324,9,63,60,9,31826.391,76,375,0,T3_B1_113,20.4,5,8,NA,NA,50,8,NA,NA,1
106,132,46,1-Aug,49,11,113,1,2,5.320833333,5.973433333,5.320833333,106,10,50,65,9,36834.332,132,1960,0,T1_B1_113,19,9,12,NA,NA,56.2,16,NA,NA,1
213,76,0,23-Aug,5,11,113,1,3,5.320833333,5.456793333,5.320833333,213,13,54,44,5,31826.391,76,200,0,T2_B1_113,7.6,4,7,NA,NA,20.2,8,NA,NA,1
152,105,10,8-Aug,8,11,113,1,2,5.320833333,,5.320833333,152,NA,NA,NA,NA,NA,105,320,0,T2_B1_113,19.4,6,8,NA,NA,45.5,7,NA,NA,1
449,139,31,5-Aug,,11,113,2,5,5.320833333,,0.0155,449,NA,NA,NA,NA,NA,139,1630,0,T3_B2_113,,,,NA,NA,61,11,NA,NA,1
612,160,58,30-Jul,196,11,113,2,7,5.320833333,,0.010833333,612,NA,NA,NA,NA,NA,160,7840,0,T3_B2_113,,,12,NA,NA,83,24,NA,NA,1
706,78,8,10-Aug,83,11,113,2,8,5.320833333,,0.082888889,706,NA,NA,NA,NA,NA,78,3320,0,T3_B2_113,,,6,NA,NA,31.5,9,NA,NA,1
816,90,,19-Aug,21,11,113,3,9,5.320833333,,0.03325,816,NA,NA,NA,NA,NA,90,840,0,T2_B3_113,12,4,7,NA,NA,33,8,NA,NA,1
862,153,,28-Jul,184,11,113,3,9,5.320833333,,0.024333333,862,NA,NA,NA,NA,NA,153,7360,0,T1_B3_113,24,8,12,NA,NA,71,26,NA,NA,1
863,,,,,11,113,,9,,0,5.320833333,863,NA,NA,NA,NA,NA,,0,0,,,,,NA,NA,,,NA,NA,1
794,73,17,5-Aug,22,11,117,3,8,,0,0.068333333,794,5,23,50,9,16864.005,73,880,0,T1_B3_117,14,7,9,NA,NA,40.5,8,NA,NA,1
16,114,29,30-Jul,25,11,117,1,1,,0.052,0.052,16,NA,NA,NA,NA,NA,114,1000,0,T1_B1_117,21.2,9,14,NA,NA,63.6,13,NA,NA,1
48,83,11,8-Aug,12,11,117,1,1,,0.009666667,0.009666667,48,NA,NA,NA,NA,NA,83,480,0,T2_B1_117,12.1,6,9,NA,NA,36.2,10,NA,NA,1
117,81,8,9-Aug,11,11,117,1,2,,0,0,117,NA,NA,NA,NA,NA,81,440,0,T1_B1_117,11.5,7,8,NA,NA,33.3,8,NA,NA,1
255,46,4,10-Aug,3,11,117,1,3,,0,0,255,NA,NA,NA,NA,NA,46,120,0,T3_B1_117,19.1,6,6,NA,NA,30.2,7,NA,NA,1
468,146,37,3-Aug,,11,117,2,5,,0,0.110333333,468,NA,NA,NA,NA,NA,146,1688,0,T3_B2_117,,,,NA,NA,71.3,19,NA,NA,1
474,123,22,8-Aug,,11,117,2,5,,0,6.212,474,NA,NA,NA,NA,NA,123,1840,0,T3_B2_117,,,,NA,NA,45.5,14,NA,NA,1
576,108,20,9-Aug,98,11,117,2,6,,0,0.082333333,576,NA,NA,NA,NA,NA,108,3920,0,T1_B2_117,,,9,NA,NA,39,14,NA,NA,1
716,142,51,1-Aug,165,11,117,2,8,,0,0.01375,716,NA,NA,NA,NA,NA,142,6600,0,T3_B2_117,,,9,NA,NA,78.8,20,NA,NA,1
872,148,,10-Aug,102,11,117,3,9,,0,0.086444444,872,NA,NA,NA,NA,NA,148,4080,0,T1_B3_117,13,10,11,NA,NA,52,13,NA,NA,1
926,82,,24-Aug,73,11,117,3,10,,0,0.056666667,926,NA,NA,NA,NA,NA,82,2920,0,T3_B3_11,19.5,6,8,NA,NA,27.9,8,NA,NA,1
693,90,14,6-Aug,14,11,121,2,7,0.07,0.07,0.036,693,3,80,68,12,30766.691,90,560,0,T3_B2_121,,,9,NA,NA,57.9,13,NA,NA,1
235,133,53,30-Jul,154,11,121,1,3,,0.057333333,0.057333333,235,6,49,73,24,34638.395,133,6160,0,T2_B1_121,23.5,14,22,NA,NA,70.3,42,NA,NA,1
165,130,53,31-Jul,74,11,121,1,2,,0.009333333,0.009333333,165,NA,NA,NA,NA,NA,130,2960,0,T2_B1_121,15.8,7,14,NA,NA,62,25,NA,NA,1
379,131,37,2-Aug,165,11,121,2,4,0.07,0.094,0.094,379,NA,NA,NA,NA,NA,131,6600,0,T3_B2_121,15,,10,NA,NA,60.7,18,NA,NA,1
463,130,27,4-Aug,,11,121,2,5,0.07,0.07,0,463,NA,NA,NA,NA,NA,130,4840,0,T3_B2_121,,,,NA,NA,54,13,NA,NA,1
477,95,13,8-Aug,,11,121,2,5,0.07,0.07,0.071833333,477,NA,NA,NA,NA,NA,95,839,0,T3_B2_121,,,,NA,NA,36.6,10,NA,NA,1
629,93,6,8-Aug,78,11,121,2,7,0.07,0.07,0.0195,629,NA,NA,NA,NA,NA,93,3120,0,T3_B2_121,,,8,NA,NA,35,10,NA,NA,1
835,130,,6-Aug,37,11,121,3,9,0.07,0.07,0.004333333,835,NA,NA,NA,NA,NA,130,1480,0,T2_B3_121,13,6,7,NA,NA,44.6,9,NA,NA,1
875,140,,5-Aug,131,11,121,3,9,0.07,0.07,0.0035,875,NA,NA,NA,NA,NA,140,5240,0,T1_B3_121,13,10,12,NA,NA,54,16,NA,NA,1
917,130,,8-Aug,126,11,121,3,10,0.07,0.07,0.195666667,917,NA,NA,NA,NA,NA,130,5040,0,T2_B3_121,25.2,7,11,NA,NA,60,19,NA,NA,1
940,151,,12-Aug,122,11,121,3,10,0.07,0.07,0.03425,940,NA,NA,NA,NA,NA,151,4880,0,T3_B3_121,,,7,NA,NA,25,9,NA,NA,1
614,125,21,4-Aug,121,11,125,2,7,0.068333333,0.068333333,0.059666667,614,2,36,42,4,14998.471,125,4840,0,T3_B2_125,,,9,NA,NA,55.4,9,NA,NA,1
979,52,,27-Aug,47,11,125,3,10,0.068333333,0.068333333,0.001333333,979,5,66,72,6,27851.072,52,1880,0,T2_B3_125,9.2,6,7,NA,NA,16.8,,NA,NA,1
793,62,7,9-Aug,9,11,125,3,8,0.068333333,0.068333333,0.049555556,793,8,51,43,11,15374.84,62,360,0,T1_B3_125,7,7,8,NA,NA,,,NA,NA,1
180,109,37,4-Aug,24,11,125,1,2,0.068333333,0.068333333,0.068333333,180,NA,NA,NA,NA,NA,109,960,0,T2_B1_125,12,6,11,NA,NA,58.2,17,NA,NA,1
248,70,4,12-Aug,5,11,125,1,3,0.068333333,0.075333333,0.075333333,248,NA,NA,NA,NA,NA,70,200,0,T3_B1_125,16.7,3,14,NA,NA,30,11,NA,NA,1
482,149,18,5-Aug,,11,125,2,5,0.068333333,0.080583333,0.004,482,NA,NA,NA,NA,NA,149,92,0,T3_B2_125,,,,NA,NA,77,20,NA,NA,1
488,,,,,11,125,2,5,0.068333333,0.068333333,0.0155,488,NA,NA,NA,NA,NA,,,0,T3_B2_125,,,,NA,NA,59,10,NA,NA,1
720,39,0,27-Aug,3,11,125,2,8,0.068333333,0.068333333,0.004,720,NA,NA,NA,NA,NA,39,120,0,T3_B2_125,,,4,NA,NA,12,6,NA,NA,1
864,130,,8-Aug,101,11,125,3,9,0.068333333,0.068333333,0,864,NA,NA,NA,NA,NA,130,4040,0,T1_B3_125,17,8,10,NA,NA,67,9,NA,NA,1
912,94,,22-Aug,4,11,125,3,10,0.068333333,0.068333333,0.086444444,912,NA,NA,NA,NA,NA,94,160,0,T2_B3_125,16,6,6,NA,NA,24,8,NA,NA,1
619,158,4,13-Aug,103,11,128,2,7,0.082333333,0.089666666,0.096761904,619,6,119,48,12,21529.996,158,4120,0,T3_B2_128,,,9,NA,NA,55.7,10,NA,NA,1
865,162,,6-Aug,148,11,128,3,9,0.082333333,0.082333333,0.068333333,865,6,52,103,16,39017.582,162,5920,0,T1_B3_128,16,7,11,NA,NA,68,12,NA,NA,1
177,130,15,5-Aug,34,11,128,1,2,0.082333333,0.082333333,0.082333333,177,NA,NA,NA,NA,NA,130,1360,0,T2_B1_128,19.2,6,10,NA,NA,57.5,10,NA,NA,1
214,20,5,9-Aug,7,11,128,1,3,0.082333333,0.082333333,0.082333333,214,NA,NA,NA,NA,NA,20,280,0,T2_B1_128,12.6,6,9,NA,NA,40.6,10,NA,NA,1
325,112,3,12-Aug,,11,128,2,4,0.082333333,0.082333333,0.082333333,325,NA,NA,NA,NA,NA,112,773,0,T3_B1_128,14.6,6,9,NA,NA,50.3,9,NA,NA,1
342,138,8,8-Aug,86,11,128,2,4,0.082333333,0.082333333,0.082333333,342,NA,NA,NA,NA,NA,138,3440,0,T3_B1_128,15.3,7,11,NA,NA,60.2,12,NA,NA,1
574,159,17,8-Aug,133,11,128,2,6,0.082333333,0.082333333,0.038333333,574,NA,NA,NA,NA,NA,159,5320,0,T1_B2_128,,,13,NA,NA,53.2,35,NA,NA,1
717,181,15,9-Aug,170,11,128,2,8,0.082333333,0.213666666,0,717,NA,NA,NA,NA,NA,181,6800,0,T3_B2_128,,,8,NA,NA,50,11,NA,NA,1
847,159,,4-Aug,118,11,128,3,9,0.082333333,0.082333333,0.212333333,847,NA,NA,NA,NA,NA,159,1120,0,T2_B3_128,21,6,9,NA,NA,56,10,NA,NA,1
952,158,,8-Aug,165,11,128,3,10,0.082333333,0.102666666,0.173666667,952,NA,NA,NA,NA,NA,158,6600,0,T3_B3_128,20.2,6,11,NA,NA,49,12,NA,NA,1
134,104,13,5-Aug,17,11,129,1,2,0.173666667,0.173666667,0.173666667,134,8,19,114,3,52918.865,104,680,0,T1_B1_129,10.5,7,12,NA,NA,48.6,13,NA,NA,1
60,107,15,2-Aug,28,11,129,1,1,0.173666667,0.173666667,0.173666667,60,NA,NA,NA,NA,NA,107,1120,0,T2_B1_129,13.2,8,12,NA,NA,59,13,NA,NA,1
458,77,12,9-Aug,,11,129,2,5,0.173666667,0.173666667,0.001333333,458,NA,NA,NA,NA,NA,77,401,0,T3_B2_129,,,,NA,NA,36,8,NA,NA,1
599,70,11,8-Aug,67,11,129,2,6,0.173666667,0.173666667,0.043,599,NA,NA,NA,NA,NA,70,2680,0,T1_B2_129,,,7,NA,NA,41.5,10,NA,NA,1
712,105,13,7-Aug,96,11,129,2,8,0.173666667,0.2555,0.038625,712,NA,NA,NA,NA,NA,105,3840,0,T3_B2_129,,,9,NA,NA,50.2,12,NA,NA,1
739,129,46,2-Aug,85,11,129,3,8,0.173666667,0.173666667,0.049555556,739,NA,NA,NA,NA,NA,129,3400,0,T1_B2_129,,,11,NA,NA,68,17,NA,NA,1
869,,,,,11,129,3,9,0.173666667,0.173666667,0.001333333,869,NA,NA,NA,NA,NA,,0,0,T1_B3_129,11,8,10,NA,NA,38,8,NA,NA,1
916,129,,10-Aug,116,11,129,3,10,0.173666667,0.195666667,0.004666667,916,NA,NA,NA,NA,NA,129,4640,0,T2_B3_129,21.6,8,12,NA,NA,62,18,NA,NA,1
948,88,,21-Aug,79,11,129,3,10,0.173666667,0.173666667,0.036,948,NA,NA,NA,NA,NA,88,3160,0,T3_B3_129,10,5,7,NA,NA,24,8,NA,NA,1
19,121,0,,30,11,130,1,1,0.014333333,0.014333333,0.014333333,19,NA,NA,NA,NA,NA,121,1200,0,T1_B1_130,11,11,15,NA,NA,60,20,NA,NA,1
53,45,3,12-Aug,2,11,130,1,1,0.014333333,0.014333333,0.014333333,53,NA,NA,NA,NA,NA,45,80,0,T2_B1_130,8.4,6,6,NA,NA,22,7,NA,NA,1
302,107,18,6-Aug,34,11,130,2,4,0.014333333,0.014333333,0.014333333,302,NA,NA,NA,NA,NA,107,1360,0,T2_B1_130,10,7,9,NA,NA,40.2,14,NA,NA,1
491,53,8,8-Aug,,11,130,2,5,,0,5.320833333,491,NA,NA,NA,NA,NA,53,45,0,T2_B1_130,,,,NA,NA,,,NA,NA,1
572,121,26,3-Aug,124,11,130,2,6,0.014333333,0.484666666,0.093444444,572,NA,NA,NA,NA,NA,121,4960,0,T1_B2_130,,,11,NA,NA,42,18,NA,NA,1
707,134,49,1-Aug,144,11,130,2,8,0.014333333,0.014333333,5.320833333,707,NA,NA,NA,NA,NA,134,5760,0,T3_B2_130,,,12,NA,NA,66.3,20,NA,NA,1
820,137,,2-Aug,130,11,130,3,9,0.014333333,0.014333333,0.025222222,820,NA,NA,NA,NA,NA,137,5200,0,T2_B3_130,19,7,13,NA,NA,56,23,NA,NA,1
850,,,,,11,130,3,9,0.014333333,0.014333333,0.082333333,850,NA,NA,NA,NA,NA,,0,0,T2_B3_130,,,,NA,NA,50.5,10,NA,NA,1
922,146,,4-Aug,177,11,130,3,10,0.014333333,0.052,0.024333333,922,NA,NA,NA,NA,NA,146,7080,0,T3_B3_130,36,9,24,NA,NA,67,32,NA,NA,1
928,118,,23-Aug,101,11,130,3,10,,0,0.042466667,928,NA,NA,NA,NA,NA,118,4040,0,T3_B3_130,,,,NA,NA,,,NA,NA,1
974,122,,18-Aug,108,11,130,3,10,0.014333333,0.014333333,0.03325,974,NA,NA,NA,NA,NA,122,4320,0,T2_B3_130,33.2,9,9,NA,NA,65.7,11,NA,NA,1
419,41,0,27-Aug,5,3,9,2,5,0.056666667,0.056666667,0.110333333,419,1,62,46,8,21685.96,41,200,2,T1_B2_9,19,,6,2,0.333333333,26.5,4,3,0.75,2
81,21,0,,,3,9,1,1,0.056666667,0.065333334,0.065333334,81,5,13,70,5,31147.468,21,0,2,T1_B1_9,19.5,7,8,6,0.75,31.5,5,3,0.6,2
430,18,0,,0,3,9,2,5,0.056666667,0.056666667,0.0195,430,7,13,16,3,13329.505,18,0,2,T1_B2_9,,,7,3,0.428571429,19,3,2,0.666666667,2
900,33,0,,0,3,9,3,9,0.056666667,0.056666667,0.014333333,900,10,25,41,8,26715.688,33,9,2,T1_B3_9,26,7,9,6,0.666666667,35.5,2,2,1,2
673,35,0,,,3,9,2,7,0.056666667,0.056666667,0.0035,673,12,55,39,9,39573.906,35,0,2,T1_B2_9,,,7,6,0.857142857,37.5,4,3,0.75,2
440,22,0,,0,3,9,2,5,0.056666667,0.056666667,0.049555556,440,14,69,79,2,53421.688,22,0,2,T1_B2_9,,,6,2,0.333333333,28,5,4,0.8,2
513,8,0,,,3,9,2,6,0.056666667,0.056666667,0.1485,513,NA,NA,NA,NA,NA,8,0,2,T1_B2_9,,,4,2,0.5,6.5,0,,1,2
749,27,0,,3,3,9,3,8,0.056666667,0.056666667,0.004333333,749,NA,NA,NA,NA,NA,27,120,2,T2_B3_9,,,7,3,0.428571429,,0,,1,2
772,21,0,,,3,9,3,8,0.056666667,0.056666667,0.014333333,772,NA,NA,NA,NA,NA,21,0,2,T1_B3_9,17,8,8,3,0.375,26,7,6,0.857142857,2
1000,,,,0,3,9,3,10,0.056666667,0.056666667,0,1000,NA,NA,NA,NA,NA,,0,2,T2_B3_9,24.6,8,8,6,0.75,19.5,0,,1,2
1017,26,,28-Aug,2,3,9,1,11,0.056666667,0.056666667,5.320833333,1017,NA,NA,NA,NA,NA,26,80,2,T3_B3_9,7.1,5,6,6,1,11,3,3,1,2
1046,,,,0,3,9,1,11,0.056666667,0.056666667,0.084,1046,NA,NA,NA,NA,NA,,0,2,T2_B3_9,,,4,4,1,,,,1,2
1037,17,,,2,3,12,1,11,0.1485,0.1485,0.03325,1037,5,19,23,4,7353.601,17,80,2,T2_B3_12,13.5,4,4,4,1,15.5,1,0,0,2
990,,,,0,3,12,3,10,0.1485,0.1485,0.066291667,990,11,34,21,3,21324.212,,0,2,T2_B3_12,22.5,7,6,5,0.833333333,20.1,0,,1,2
512,39,0,,,3,12,2,6,0.1485,0.1485,0.071833333,512,NA,NA,NA,NA,NA,39,0,2,T1_B2_12,,,4,2,0.5,10,4,2,0.5,2
527,38,0,27-Aug,,3,12,2,6,0.1485,0.1495,0.035625,527,NA,NA,NA,NA,NA,38,2,2,T1_B2_12,,,7,4,0.571428571,21.2,2,1,0.5,2
649,61,0,22-Aug,13,3,12,2,7,0.1485,0.235,0.004666667,649,NA,NA,NA,NA,NA,61,520,2,T1_B2_12,,,7,4,0.571428571,18.2,4,3,0.75,2
