ID,FinalHeight,Flower,FlowerDate,Capsule Count,POP,ML,BLK,Row,ConsumedBefore,Consumption_,Consumption,ID,Capitate,Single,Branched,Peltate,Length,FinalHeight,Seed Count,TRT,TAGID,Height1,Leaf1,Leaf2,HerbDamage1,PerDamage1,Height3,Leaf3,HerbDamage2,PerDamage2,Environment
564,144,4,11-Aug,90,8,63,2,6,0.071833333,0,0.110333333,564,NA,NA,NA,NA,NA,144,3600,0,T1_B2_63,,,9,NA,NA,45.5,11,NA,NA,1
740,179,12,6-Aug,146,8,63,3,8,0.071833333,0,0.173666667,740,NA,NA,NA,NA,NA,179,5840,0,T2_B3_63,,,14,NA,NA,80.2,25,NA,NA,1
843,168,,2-Aug,164,8,63,3,9,0.071833333,0,0.0445,843,NA,NA,NA,NA,NA,168,6560,0,T2_B3_63,20,6,9,NA,NA,50,13,NA,NA,1
903,122,,18-Aug,22,8,63,3,10,0.071833333,0,0.110333333,903,NA,NA,NA,NA,NA,122,880,0,T2_B3_63,25.5,4,6,NA,NA,46,9,NA,NA,1
960,150,,10-Aug,160,8,63,3,10,0.071833333,0,0.0445,960,NA,NA,NA,NA,NA,150,6400,0,T3_B3_63,32.5,6,8,NA,NA,51.6,11,NA,NA,1
840,106,,10-Aug,24,8,65,3,9,0.018666667,0.018666667,6.212,840,5,22,69,15,24195.175,106,960,0,T2_B3_58,9,5,8,NA,NA,27,8,NA,NA,1
595,58,5,10-Aug,43,8,65,2,6,0.018666667,0.02,0.176166667,595,6,17,50,11,15069.156,58,1720,0,T1_B2_65,,,8,NA,NA,30.2,8,NA,NA,1
690,97,22,3-Aug,69,8,65,2,7,0.018666667,0.106333334,0.018333333,690,10,59,66,6,30939.538,97,2760,0,T3_B2_65,,,10,NA,NA,53.2,11,NA,NA,1
21,91,3,12-Aug,9,8,65,1,1,0.018666667,0.032333334,0.032333334,21,NA,NA,NA,NA,NA,91,360,0,T1_B1_58,9,6,7,NA,NA,28,8,NA,NA,1
274,123,27,4-Aug,34,8,65,1,3,0.018666667,0.022666667,0.022666667,274,NA,NA,NA,NA,NA,123,1360,0,T2_B1_58,21.2,7,10,NA,NA,60,10,NA,NA,1
547,151,30,3-Aug,135,8,65,2,6,0.018666667,0.018666667,0.059166667,547,NA,NA,NA,NA,NA,151,5400,0,T3_B2_65,,,11,NA,NA,63.4,12,NA,NA,1
548,86,7,8-Aug,75,8,65,2,6,0.018666667,0.090166667,0.018666667,548,NA,NA,NA,NA,NA,86,3000,0,T3_B2_65,,,7,NA,NA,42,8,NA,NA,1
615,149,19,6-Aug,130,8,65,2,7,0.018666667,0.022,0.068333333,615,NA,NA,NA,NA,NA,149,5200,0,T3_B2_65,,,9,NA,NA,57.3,11,NA,NA,1
783,109,20,5-Aug,35,8,65,3,8,0.018666667,0,0.015,783,NA,NA,NA,NA,NA,109,1400,0,T1_B3_58,15,6,10,NA,NA,60.5,10,NA,NA,1
929,130,,21-Aug,127,8,65,3,10,0.018666667,0,0,929,NA,NA,NA,NA,NA,130,5080,0,T3_B3_58,13.7,7,8,NA,NA,38.3,8,NA,NA,1
123,90,4,9-Aug,6,8,67,1,2,0.034625,0.034625,0.034625,123,8,24,85,6,35762.73,90,240,0,T1_B1_67,12.7,5,7,NA,NA,34,8,NA,NA,1
784,164,33,3-Aug,126,8,67,3,8,0.034625,0.175625,0.018666667,784,9,26,97,10,35285.667,164,5040,0,T1_B3_67,20,10,22,NA,NA,79.5,29,NA,NA,1
944,79,,28-Aug,56,8,67,3,10,0.034625,0.028,0.212333333,944,12,36,144,10,56334.34,79,2240,0,T3_B3_67,13.2,6,6,NA,NA,26,7,NA,NA,1
148,130,12,4-Aug,30,8,67,1,2,0.034625,0,0.034625,148,NA,NA,NA,NA,NA,130,1200,0,T2_B1_67,16,6,8,NA,NA,55.2,13,NA,NA,1
306,78,0,,7,8,67,2,4,0.034625,0,0.034625,306,NA,NA,NA,NA,NA,78,280,0,T2_B1_67,15.8,5,6,NA,NA,20.4,7,NA,NA,1
349,90,4,12-Aug,29,8,67,2,4,0.034625,0,0.034625,349,NA,NA,NA,NA,NA,90,1160,0,T3_B1_67,12.7,6,8,NA,NA,30.7,8,NA,NA,1
377,160,16,6-Aug,97,8,67,2,4,0.034625,0,0.034625,377,NA,NA,NA,NA,NA,160,3880,0,T3_B2_67,18.5,,14,NA,NA,70.5,19,NA,NA,1
380,175,12,8-Aug,90,8,67,2,4,0.034625,0,0.034625,380,NA,NA,NA,NA,NA,175,3600,0,T3_B2_67,19.5,,11,NA,NA,70.8,16,NA,NA,1
544,54,0,29-Aug,3,8,67,2,6,0.034625,0.034625,0.731,544,NA,NA,NA,NA,NA,54,120,0,T3_B2_67,,,6,NA,NA,24,6,NA,NA,1
580,174,48,2-Aug,187,8,67,2,6,0.034625,0.148625,0,580,NA,NA,NA,NA,NA,174,7480,0,T1_B2_67,,,16,NA,NA,72.5,33,NA,NA,1
680,120,7,8-Aug,37,8,67,2,7,0.034625,0.034625,0.0615,680,NA,NA,NA,NA,NA,120,1480,0,T1_B2_67,,,8,NA,NA,50.2,10,NA,NA,1
710,124,5,12-Aug,92,8,67,2,8,0.034625,0.038625,0.014333333,710,NA,NA,NA,NA,NA,124,3680,0,T3_B2_67,,,8,NA,NA,,,NA,NA,1
906,159,,20-Aug,101,8,67,3,10,0.034625,0.034625,0.071833333,906,NA,NA,NA,NA,NA,159,4040,0,T2_B3_67,26.5,8,9,NA,NA,54,11,NA,NA,1
133,90,9,8-Aug,15,8,68,1,2,0.004333333,0.004333333,0.004333333,133,3,39,45,8,20764.094,90,600,0,T1_B1_68,10,6,9,NA,NA,46,9,NA,NA,1
980,44,,28-Aug,32,8,68,3,10,0.004333333,0.0032145,0.068333333,980,8,35,64,8,28401.805,44,1280,0,T2_B3_68,14.1,6,6,NA,NA,19,5,NA,NA,1
834,164,,1-Aug,93,8,68,3,9,0.004333333,0.010833333,0.0035,834,13,39,93,8,36452.473,164,3720,0,T2_B3_68,14,8,10,NA,NA,53.5,10,NA,NA,1
583,115,8,8-Aug,96,8,68,2,6,0.004333333,0.025333333,0.022333333,583,18,39,42,6,24893.477,115,3840,0,T1_B2_68,,,9,NA,NA,49,11,NA,NA,1
26,94,6,10-Aug,8,8,68,1,1,0.004333333,0,0.004333333,26,NA,NA,NA,NA,NA,94,320,0,T1_B1_68,13.2,,8,NA,NA,48.5,8,NA,NA,1
64,69,3,8-Aug,8,8,68,1,1,0.004333333,0,0.004333333,64,NA,NA,NA,NA,NA,69,320,0,T2_B1_68,8,6,7,NA,NA,35,7,NA,NA,1
158,91,6,8-Aug,10,8,68,1,2,0.004333333,0,0.004333333,158,NA,NA,NA,NA,NA,91,400,0,T1_B1_68,12.3,5,6,NA,NA,38.8,7,NA,NA,1
279,149,27,1-Aug,59,8,68,1,3,0.004333333,0,0.004333333,279,NA,NA,NA,NA,NA,149,2360,0,T3_B1_68,25.1,8,12,NA,NA,60.5,15,NA,NA,1
445,86,2,10-Aug,,8,68,2,5,0.004333333,0,0.036,445,NA,NA,NA,NA,NA,86,384,0,T3_B2_68,,,,NA,NA,25,8,NA,NA,1
452,172,52,1-Aug,,8,68,2,5,0.004333333,0,0.001333333,452,NA,NA,NA,NA,NA,172,6821,0,T3_B2_68,,,,NA,NA,67.7,23,NA,NA,1
611,180,50,1-Aug,220,8,68,2,7,0.004333333,0,0.110333333,611,NA,NA,NA,NA,NA,180,8800,0,T3_B2_68,,,13,NA,NA,87.5,37,NA,NA,1
702,117,5,9-Aug,88,8,68,2,8,0.004333333,0,0.04925,702,NA,NA,NA,NA,NA,117,3520,0,T3_B2_68,,,7,NA,NA,36.3,8,NA,NA,1
812,51,,28-Aug,4,8,68,3,9,0.004333333,0,0.0348,812,NA,NA,NA,NA,NA,51,160,0,T2_B3_68,17,5,5,NA,NA,27.5,6,NA,NA,1
930,143,,25-Aug,164,8,68,3,10,0.004333333,0,0.018666667,930,NA,NA,NA,NA,NA,143,6560,0,T3_B3_68,16.7,7,9,NA,NA,44,9,NA,NA,1
585,48,1,14-Aug,30,8,70,2,6,0.001333333,0.001333333,0.149,585,7,16,89,11,34050.643,48,1200,0,T1_B2_70,,,4,NA,NA,29,4,NA,NA,1
977,152,,28-Aug,134,8,70,3,10,0.001333333,0.015,0.014333333,977,12,35,90,7,34518.44,152,5360,0,T2_B3_70,16.6,5,2,NA,NA,26.3,4,NA,NA,1
836,145,,3-Aug,37,8,70,3,9,0.001333333,0.000269,0.07,836,17,24,42,4,18695.313,145,1480,0,T2_B3_70,10,5,8,NA,NA,41,10,NA,NA,1
49,105,15,4-Aug,20,8,70,1,1,0.001333333,0,0.001333333,49,NA,NA,NA,NA,NA,105,800,0,T2_B1_70,12.4,8,10,NA,NA,42.5,9,NA,NA,1
104,34,0,23-Aug,1,8,70,1,2,0.001333333,0,0.001333333,104,NA,NA,NA,NA,NA,34,40,0,T1_B1_70,,,5,NA,NA,16,5,NA,NA,1
154,100,16,4-Aug,11,8,70,1,2,0.001333333,0,0.001333333,154,NA,NA,NA,NA,NA,100,440,0,T2_B1_70,17,7,7,NA,NA,49,8,NA,NA,1
331,113,11,8-Aug,,8,70,2,4,0.001333333,0,0.001333333,331,NA,NA,NA,NA,NA,113,1246,0,T3_B1_70,13.6,5,7,NA,NA,40.7,9,NA,NA,1
450,157,43,1-Aug,,8,70,2,5,0.001333333,0,5.320833333,450,NA,NA,NA,NA,NA,157,3668,0,T3_B2_70,,,,NA,NA,41.6,9,NA,NA,1
456,151,69,1-Aug,,8,70,2,5,0.001333333,0,0.008,456,NA,NA,NA,NA,NA,151,4169,0,T3_B2_70,,,,NA,NA,67.7,24,NA,NA,1
479,100,9,9-Aug,,8,70,2,5,0.001333333,0,0.07,479,NA,NA,NA,NA,NA,100,690,0,T3_B2_70,,,,NA,NA,32,8,NA,NA,1
636,170,55,1-Aug,178,8,70,2,7,0.001333333,0,0.072666667,636,NA,NA,NA,NA,NA,170,7120,0,T3_B2_70,,,11,NA,NA,78,26,NA,NA,1
699,61,5,10-Aug,11,8,70,2,7,0.001333333,0,0.0348,699,NA,NA,NA,NA,NA,61,440,0,T3_B2_70,,,7,NA,NA,35.2,6,NA,NA,1
782,154,60,30-Jul,110,8,70,3,8,0.001333333,0,6.212,782,NA,NA,NA,NA,NA,154,4400,0,T1_B3_70,21,8,9,NA,NA,80,16,NA,NA,1
868,142,,3-Aug,141,8,70,3,9,0.001333333,0,0.1485,868,NA,NA,NA,NA,NA,142,5640,0,T1_B3_70,24,7,9,NA,NA,63,11,NA,NA,1
913,93,,19-Aug,18,8,70,3,10,0.001333333,0,0.068333333,913,NA,NA,NA,NA,NA,93,720,0,T2_B3_70,29,6,7,NA,NA,40,8,NA,NA,1
825,140,,7-Aug,51,8,71,3,9,0.025222222,0.025222222,0.004666667,825,8,85,52,12,21164.653,140,2040,0,T2_B3_71,10,6,7,NA,NA,43,10,NA,NA,1
17,154,40,30-Jul,49,8,71,1,1,0.025222222,0,0.025222222,17,NA,NA,NA,NA,NA,154,1960,0,T1_B1_71,22,11,14,NA,NA,72.5,13,NA,NA,1
43,148,51,30-Jul,60,8,71,1,1,0.025222222,0,0.025222222,43,NA,NA,NA,NA,NA,148,2400,0,T2_B1_71,24.4,8,16,NA,NA,71,21,NA,NA,1
168,144,41,1-Aug,47,8,71,1,2,0.025222222,0,0.025222222,168,NA,NA,NA,NA,NA,144,1880,0,T1_B1_71,19.7,6,12,NA,NA,75,19,NA,NA,1
212,125,17,4-Aug,29,8,71,1,3,0.025222222,0,0.025222222,212,NA,NA,NA,NA,NA,125,1160,0,T2_B1_71,14.5,5,9,NA,NA,50.7,11,NA,NA,1
592,132,31,1-Aug,156,8,71,2,6,0.025222222,0,0.101777777,592,NA,NA,NA,NA,NA,132,6240,0,T1_B2_71,,,9,NA,NA,54,12,NA,NA,1
602,,,,,8,71,2,7,0.025222222,0,0.173666667,602,NA,NA,NA,NA,NA,,0,0,T3_B2_71,,,5,NA,NA,19.5,5,NA,NA,1
607,157,25,6-Aug,162,8,71,2,7,0.025222222,0,0.0388,607,NA,NA,NA,NA,NA,157,6480,0,T3_B2_71,,,9,NA,NA,84.3,13,NA,NA,1
704,150,42,1-Aug,167,8,71,2,8,0.025222222,0,0.004333333,704,NA,NA,NA,NA,NA,150,6680,0,T3_B2_71,,,11,NA,NA,55.5,12,NA,NA,1
790,104,18,5-Aug,76,8,71,3,8,0.025222222,0,0.01375,790,NA,NA,NA,NA,NA,104,3040,0,T1_B3_71,23,6,9,NA,NA,67,10,NA,NA,1
819,120,,10-Aug,42,8,71,3,9,0.025222222,0,0,819,NA,NA,NA,NA,NA,120,1680,0,T2_B3_71,23,6,7,NA,NA,40,10,NA,NA,1
958,139,,6-Aug,156,8,71,3,10,0.025222222,0,0.0195,958,NA,NA,NA,NA,NA,139,6240,0,T3_B3_71,26.6,6,10,NA,NA,54,11,NA,NA,1
240,151,7,10-Aug,57,8,72,1,3,0.086444444,0.086444444,0.086444444,240,5,47,91,10,34876.756,151,2280,0,T2_B1_72,16.2,5,10,NA,NA,50.7,10,NA,NA,1
791,163,24,3-Aug,88,8,72,3,8,0.086444444,0.101777777,0.025222222,791,16,28,83,12,27537.593,163,3520,0,T1_B3_72,21,8,11,NA,NA,70.2,9,NA,NA,1
871,141,,2-Aug,1,8,72,3,9,0.086444444,0.087444444,0.173666667,871,21,41,96,9,73288.47,141,40,0,T1_B3_72,9,6,9,NA,NA,53.5,9,NA,NA,1
51,20,0,20-Aug,2,8,72,1,1,0.086444444,0,0.086444444,51,NA,NA,NA,NA,NA,20,80,0,T2_B1_72,7.1,5,3,NA,NA,12.5,4,NA,NA,1
319,60,13,2-Aug,,8,72,2,4,0.086444444,0,0.086444444,319,NA,NA,NA,NA,NA,60,1470,0,T2_B1_72,13.9,6,10,NA,NA,60.3,10,NA,NA,1
571,178,39,1-Aug,159,8,72,2,6,0.086444444,0,0.047166667,571,NA,NA,NA,NA,NA,178,6360,0,T1_B2_72,,,11,NA,NA,62.2,25,NA,NA,1
591,153,13,7-Aug,119,8,72,2,6,0.086444444,0,0.178833333,591,NA,NA,NA,NA,NA,153,4760,0,T1_B2_72,,,8,NA,NA,59,13,NA,NA,1
911,84,,20-Aug,10,8,72,3,10,0.086444444,0,0.004666667,911,NA,NA,NA,NA,NA,84,400,0,T2_B3_72,23.7,7,7,NA,NA,37,8,NA,NA,1
924,138,,27-Aug,95,8,72,3,10,0.086444444,0,0.0285,924,NA,NA,NA,NA,NA,138,3800,0,T3_B3_72,21.5,5,8,NA,NA,48,9,NA,NA,1
966,178,,8-Aug,182,8,72,3,10,0.086444444,0,0.008833333,966,NA,NA,NA,NA,NA,178,7280,0,T2_B3_72,23.2,7,10,NA,NA,70,10,NA,NA,1
318,62,3,10-Aug,,8,73,2,4,0.0195,0.0195,0.0195,318,11,42,47,8,22444.079,62,194,0,T2_B1_73,11.8,5,6,NA,NA,20,10,NA,NA,1
111,67,4,10-Aug,5,8,73,1,2,0.0195,0.1035,0.0195,111,12,21,57,4,36054.396,67,200,0,T1_B1_73,25,6,3,NA,NA,41.2,5,NA,NA,1
627,29,0,,0,8,73,2,7,0.0195,0.0195,0.0348,627,13,27,53,1,25943.704,29,0,0,T3_B2_73,,,4,NA,NA,9,5,NA,NA,1
11,86,16,1-Aug,15,8,73,1,1,0.0195,0,0.0195,11,NA,NA,NA,NA,NA,86,600,0,T1_B1_73,18.8,7,11,NA,NA,49.5,8,NA,NA,1
150,121,35,3-Aug,39,8,73,1,2,0.0195,0,0.1035,150,NA,NA,NA,NA,NA,121,1560,0,T2_B1_73,20.5,6,9,NA,NA,50.8,13,NA,NA,1
270,149,77,30-Jul,188,8,73,1,3,0.0195,0,0.0195,270,NA,NA,NA,NA,NA,149,7520,0,T3_B1_73,29.8,7,7,NA,NA,80.3,32,NA,NA,1
460,101,23,3-Aug,,8,73,2,5,0.0195,0,0.173666667,460,NA,NA,NA,NA,NA,101,1004,0,T3_B2_73,,,,NA,NA,41,10,NA,NA,1
730,133,27,3-Aug,75,8,73,3,8,0.0195,0,0.004666667,730,NA,NA,NA,NA,NA,133,3000,0,T2_B3_73,,,10,NA,NA,42,11,NA,NA,1
877,,,,,8,73,3,9,0.0195,0,0.110333333,877,NA,NA,NA,NA,NA,,0,0,T1_B3_73,13,7,11,NA,NA,59.5,10,NA,NA,1
919,98,,19-Aug,76,8,73,3,10,0.0195,0,0.0035,919,NA,NA,NA,NA,NA,98,3040,0,T2_B3_73,20,6,8,NA,NA,40.6,10,NA,NA,1
957,125,,14-Aug,108,8,73,3,10,0.0195,0,0.018666667,957,NA,NA,NA,NA,NA,125,4320,0,T3_B3_73,20,5,10,NA,NA,41.2,10,NA,NA,1
968,115,,8-Aug,124,8,73,3,10,0.0195,0,0.1845,968,NA,NA,NA,NA,NA,115,4960,0,T2_B3_73,18.6,7,9,NA,NA,53.6,10,NA,NA,1
326,82,6,8-Aug,,8,76,2,4,0.0445,0.0445,0.0445,326,13,51,61,8,31376.558,82,370,0,T3_B1_76,15.5,5,8,NA,NA,40.1,9,NA,NA,1
161,124,27,2-Aug,27,8,76,1,2,0.0445,0.050166667,0.050166667,161,NA,NA,NA,NA,NA,124,1080,0,T2_B1_76,14,7,10,NA,NA,59,12,NA,NA,1
369,85,6,9-Aug,62,8,76,2,4,0.0445,0.063833333,0.063833333,369,NA,NA,NA,NA,NA,85,2480,0,T3_B2_76,13.2,5,7,NA,NA,40,7,NA,NA,1
497,168,19,3-Aug,,8,76,2,5,0.0445,0,0.212333333,497,NA,NA,NA,NA,NA,168,167,0,T3_B2_76,,,,NA,NA,72,17,NA,NA,1
550,48,2,14-Aug,3,8,76,2,6,0.0445,0,0.01375,550,NA,NA,NA,NA,NA,48,120,0,T3_B2_76,,,6,NA,NA,26.4,6,NA,NA,1
556,158,45,1-Aug,179,8,76,2,6,0.0445,0.0475,0.056666667,556,NA,NA,NA,NA,NA,158,7160,0,T3_B2_76,,,17,NA,NA,71.4,27,NA,NA,1
737,140,37,1-Aug,149,8,76,3,8,0.0445,0,0.0035,737,NA,NA,NA,NA,NA,140,,0,T2_B3_76,,,10,NA,NA,70,12,NA,NA,1
841,144,,,153,8,76,3,9,0.0445,0,0.018666667,841,NA,NA,NA,NA,NA,144,6120,0,T2_B3_76,10,7,8,NA,NA,39,10,NA,NA,1
959,131,,8-Aug,143,8,76,3,10,0.0445,0,0.025222222,959,NA,NA,NA,NA,NA,131,5720,0,T3_B3_76,24.5,5,9,NA,NA,50.2,18,NA,NA,1
485,145,33,2-Aug,,8,78,2,5,0.0155,0.0155,0.0035,485,5,20,36,2,20599.428,145,118,0,T3_B2_78,,,,NA,NA,71.4,9,NA,NA,1
52,94,14,8-Aug,10,8,78,1,1,0.0155,0,0.0155,52,NA,NA,NA,NA,NA,94,400,0,T2_B1_78,13.1,7,8,NA,NA,52,7,NA,NA,1
263,118,16,1-Aug,24,8,78,1,3,0.0155,0,0.0155,263,NA,NA,NA,NA,NA,118,960,0,T3_B1_78,17.3,5,8,NA,NA,50.3,11,NA,NA,1
448,43,0,26-Aug,,8,78,2,5,0.0155,0,0,448,NA,NA,NA,NA,NA,43,65,0,T3_B2_78,,,,NA,NA,21.4,6,NA,NA,1
593,168,17,5-Aug,137,8,78,2,6,0.0155,0.176166667,0.025222222,593,NA,NA,NA,NA,NA,168,5480,0,T1_B2_78,,,11,NA,NA,71,18,NA,NA,1
797,,,,,8,78,3,8,0.0155,0.0155,0.008,797,NA,NA,NA,NA,NA,,0,0,T1_B3_78,,,,NA,NA,,,NA,NA,1
923,105,,25-Aug,87,8,78,3,10,0.0155,0.0285,0.052,923,NA,NA,NA,NA,NA,105,3480,0,T2_B3_78,12.4,6,8,NA,NA,45,9,NA,NA,1
828,179,,12-Aug,32,8,80,3,9,0.056666667,0.059666667,0.004,828,5,30,27,5,14129.432,179,1280,0,T2_B3_80,18,7,8,NA,NA,34,7,NA,NA,1
880,55,,19-Aug,7,8,80,3,9,0.056666667,0,0.004666667,880,6,24,46,3,29956.478,55,280,0,T1_B3_80,10,5,7,NA,NA,29,6,NA,NA,1
40,94,10,8-Aug,12,8,80,1,1,0.056666667,0,0.056666667,40,NA,NA,NA,NA,NA,94,480,0,T2_B1_80,8.4,6,9,NA,NA,42,8,NA,NA,1
155,125,29,4-Aug,30,8,80,1,2,0.056666667,0,0.069666667,155,NA,NA,NA,NA,NA,125,1200,0,T2_B1_80,14,7,10,NA,NA,46,9,NA,NA,1
215,135,26,1-Aug,65,8,80,1,3,0.056666667,0,0.056666667,215,NA,NA,NA,NA,NA,135,2600,0,T2_B1_80,17.5,6,10,NA,NA,60.1,11,NA,NA,1
260,197,16,5-Aug,18,8,80,1,3,0.056666667,0,0.056666667,260,NA,NA,NA,NA,NA,197,720,0,,,8,0,NA,NA,40.5,9,NA,NA,1
366,135,27,1-Aug,143,8,80,2,4,0.056666667,0,0.056666667,366,NA,NA,NA,NA,NA,135,5720,0,T3_B2_80,13,5,9,NA,NA,60.3,12,NA,NA,1
368,117,18,4-Aug,108,8,80,2,4,0.056666667,0,0.056666667,368,NA,NA,NA,NA,NA,117,4320,0,T3_B2_80,12.5,7,11,NA,NA,60,11,NA,NA,1
469,169,43,2-Aug,,8,80,2,5,0.056666667,0,0,469,NA,NA,NA,NA,NA,169,5784,0,T3_B2_80,,,,NA,NA,71.5,13,NA,NA,1
546,133,22,5-Aug,103,8,80,2,6,0.056666667,0,0.056666667,546,NA,NA,NA,NA,NA,133,4120,0,T3_B2_80,,,10,NA,NA,64.6,10,NA,NA,1
554,121,25,3-Aug,97,8,80,2,6,0.056666667,0,0.041,554,NA,NA,NA,NA,NA,121,3880,0,T3_B2_80,,,9,NA,NA,51.1,11,NA,NA,1
578,129,31,1-Aug,143,8,80,2,6,0.056666667,0,6.212,578,NA,NA,NA,NA,NA,129,5720,0,T1_B2_80,,,9,NA,NA,52.5,9,NA,NA,1
613,157,48,1-Aug,178,8,80,2,7,0.056666667,0,5.322833333,613,NA,NA,NA,NA,NA,157,7120,0,T3_B2_80,,,11,NA,NA,75.9,17,NA,NA,1
620,156,22,4-Aug,137,8,80,2,7,0.056666667,0.069666667,0.089666666,620,NA,NA,NA,NA,NA,156,5480,0,T3_B2_80,,,9,NA,NA,58.2,13,NA,NA,1
714,139,23,2-Aug,156,8,80,2,8,0.056666667,0.056666667,0.16275,714,NA,NA,NA,NA,NA,139,6240,0,T3_B2_80,,,9,NA,NA,64.2,9,NA,NA,1
732,132,24,4-Aug,73,8,80,3,8,0.056666667,0.063833334,0.0195,732,NA,NA,NA,NA,NA,132,2920,0,T2_B3_80,,,10,NA,NA,55,11,NA,NA,1
936,168,,8-Aug,173,8,80,3,10,0.056666667,0.056666667,13.42366667,936,NA,NA,NA,NA,NA,168,6920,0,T3_B3_80,18,6,8,NA,NA,39.8,9,NA,NA,1
962,160,,8-Aug,182,8,80,3,10,0.056666667,0.072166667,0.018333333,962,NA,NA,NA,NA,NA,160,7280,0,T2_B3_80,41.5,7,11,NA,NA,72,17,NA,NA,1
700,105,15,7-Aug,17,8,81,2,8,0.03325,0.04925,0.001333333,700,3,53,55,10,30325.293,105,680,0,T3_B2_81,,,8,NA,NA,59,9,NA,NA,1
462,76,,24-Aug,,8,81,2,5,,0,0.0195,462,NA,NA,NA,NA,NA,76,208,0,,,,,NA,NA,,,NA,NA,1
621,151,23,4-Aug,138,8,81,2,7,0.03325,0.03325,0.070333334,621,NA,NA,NA,NA,NA,151,5520,0,T3_B2_81,,,9,NA,NA,66.2,11,NA,NA,1
724,123,17,4-Aug,58,8,81,3,8,0.03325,0,0.022333333,724,NA,NA,NA,NA,NA,123,2320,0,T2_B3_81,,,9,NA,NA,51.6,11,NA,NA,1
813,80,,18-Aug,18,8,81,3,9,0.03325,0,0.004333333,813,NA,NA,NA,NA,NA,80,720,0,T2_B3_81,23,5,7,NA,NA,41.5,6,NA,NA,1
853,132,,4-Aug,96,8,81,3,9,0.03325,0,0.014333333,853,NA,NA,NA,NA,NA,132,3840,0,T2_B3_81,,,8,NA,NA,,,NA,NA,1
938,140,,20-Aug,102,8,81,3,10,0.03325,0.03425,0.009666667,938,NA,NA,NA,NA,NA,140,4080,0,T3_B3_81,21,7,11,NA,NA,52.3,11,NA,NA,1
972,130,,20-Aug,117,8,81,3,10,0.03325,0.03325,0.004666667,972,NA,NA,NA,NA,NA,130,4680,0,T2_B3_81,27.2,6,10,NA,NA,53,10,NA,NA,1
829,,,,193,8,82,3,9,0.110333333,0.110333333,0.056666667,829,3,75,82,8,29438.012,,7720,0,T2_B3_82,,,11,NA,NA,61,11,NA,NA,1
489,140,12,8-Aug,,8,82,2,5,0.110333333,0.134666666,0.068333333,489,11,47,40,8,26179.091,140,82,0,T3_B2_82,,,,NA,NA,62.5,11,NA,NA,1
795,105,6,10-Aug,91,8,82,3,8,0.110333333,0.118666666,0,795,11,46,57,6,25915.292,105,3640,0,T1_B3_82,16,7,9,NA,NA,47.3,9,NA,NA,1
684,112,5,10-Aug,24,8,82,2,7,0.110333333,0.125795,0,684,16,61,52,16,30775.052,112,960,0,T3_B2_82,,,8,NA,NA,53,10,NA,NA,1
35,105,20,1-Aug,21,8,82,1,1,0.110333333,0,0.110333333,35,NA,NA,NA,NA,NA,105,840,0,T1_B1_82,19.3,7,8,NA,NA,52.2,9,NA,NA,1
47,111,13,8-Aug,25,8,82,1,1,0.110333333,0,0.134666666,47,NA,NA,NA,NA,NA,111,1000,0,T2_B1_82,11.8,5,7,NA,NA,42.3,9,NA,NA,1
105,151,33,1-Aug,51,8,82,1,2,0.110333333,0,0.118666666,105,NA,NA,NA,NA,NA,151,2040,0,T1_B1_82,18.7,6,15,NA,NA,64.4,18,NA,NA,1
146,129,24,3-Aug,35,8,82,1,2,0.110333333,0,0.110333333,146,NA,NA,NA,NA,NA,129,1400,0,T2_B1_82,9.5,5,11,NA,NA,45,12,NA,NA,1
361,170,59,1-Aug,134,8,82,2,4,0.110333333,0,0.110333333,361,NA,NA,NA,NA,NA,170,5360,0,T3_B2_82,23.9,7,13,NA,NA,70.8,23,NA,NA,1
466,179,16,8-Aug,,8,82,2,5,0.110333333,0,0.004,466,NA,NA,NA,NA,NA,179,3365,0,T3_B2_82,,,,NA,NA,60,12,NA,NA,1
562,121,5,5-Aug,101,8,82,2,6,0.110333333,0,0.307833333,562,NA,NA,NA,NA,NA,121,4040,0,T1_B2_82,,,9,NA,NA,40.4,9,NA,NA,1
563,68,1,15-Aug,22,8,82,2,6,0.110333333,0,0.110333333,563,NA,NA,NA,NA,NA,68,880,0,T1_B2_82,,,7,NA,NA,29.3,7,NA,NA,1
609,149,3,13-Aug,119,8,82,2,7,0.110333333,0,0.025222222,609,NA,NA,NA,NA,NA,149,4760,0,T3_B2_82,,,7,NA,NA,51.2,11,NA,NA,1
876,167,,,156,8,82,3,9,0.110333333,0,0.07,876,NA,NA,NA,NA,NA,167,6240,0,T1_B3_82,17,9,10,NA,NA,60,12,NA,NA,1
902,,,,11,8,82,3,10,0.110333333,0,0.073666667,902,NA,NA,NA,NA,NA,,440,0,T2_B3_82,27.9,5,7,NA,NA,42,8,NA,NA,1
963,79,,28-Aug,68,8,82,3,10,0.110333333,0,0.072166667,963,NA,NA,NA,NA,NA,79,2720,0,T2_B3_82,20.7,6,7,NA,NA,36,6,NA,NA,1
175,64,3,11-Aug,5,9,87,1,2,0.008,0.026,0.026,175,NA,NA,NA,NA,NA,64,200,0,T1_B1_87,5.9,5,6,NA,NA,31,8,NA,NA,1
455,131,10,8-Aug,,9,87,2,5,0.008,0.008,0.01375,455,NA,NA,NA,NA,NA,131,1181,0,T3_B2_87,,,,NA,NA,53,10,NA,NA,1
